"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000116132",4743.58357783756,2.6539718909956,0.284329254783536,9.33414992071817,1.0180488670855e-20,2.90079493646767e-18
"ENSG00000106809",3463.52868724609,3.96467130752271,0.424942137486416,9.32990861055629,1.0596223338467e-20,2.98151234186115e-18
"ENSG00000141469",228.255647977502,-4.03382278584884,0.434817532647102,-9.27704722781426,1.74240245105712e-20,4.8421579226291e-18
"ENSG00000132975",485.471434845295,-4.31181496182827,0.465171624640907,-9.26929918641708,1.87372972927721e-20,5.14361661049145e-18
"ENSG00000038427",7622.80505276917,3.56467791276348,0.385447507142823,9.24815402021173,2.2840305292177e-20,6.19440086899886e-18
"ENSG00000218336",534.408487546484,4.55308301169646,0.493442431493573,9.22718177663603,2.77845839958118e-20,7.44560697316338e-18
"ENSG00000261327",233.569182618395,4.41227464602398,0.47923551454632,9.20690247716922,3.35671429640576e-20,8.88936927201102e-18
"ENSG00000115290",74.9817992058285,-4.17430286631611,0.453748985718711,-9.19958610971717,3.59331132081192e-20,9.40528346877631e-18
"ENSG00000095203",1041.99645671186,-2.02726905714276,0.221280235145528,-9.16154601792383,5.11590505117923e-20,1.32366692760971e-17
"ENSG00000182492",20014.9319133224,3.24008818390647,0.354879615341196,9.13010509434674,6.8432830176373e-20,1.75048069007972e-17
"ENSG00000133110",56459.2066409656,4.32239533342967,0.474498091923553,9.10940508929603,8.28349352054498e-20,2.09507234997154e-17
"ENSG00000166130",288.063180631063,2.37719173290444,0.262525822952791,9.05507772975125,1.36470553628712e-19,3.41328018020257e-17
"ENSG00000182168",115.13738363475,2.43777817942466,0.269374363219955,9.04977797547172,1.43259328509565e-19,3.54370053269263e-17
"ENSG00000131730",104.685419957988,-3.05347459254197,0.338723316209077,-9.01465723327181,1.97487065405997e-19,4.83199330683587e-17
"ENSG00000176788",1925.51764252967,2.78671704683756,0.309892349908973,8.99253256060087,2.41597907326004e-19,5.84770848807349e-17
"ENSG00000157766",573.125581167935,5.53456927886639,0.61568099966811,8.98934558943652,2.48706841803839e-19,5.95573511596215e-17
"ENSG00000122870",705.768645202198,2.27393841139646,0.253377715053075,8.97450042487019,2.8464054124293e-19,6.74448271934564e-17
"ENSG00000167105",62.3620957570223,3.47113953769857,0.387801477941451,8.95081564960573,3.5286524336788e-19,8.27395482105311e-17
"ENSG00000113739",225.512032568742,3.09762259444226,0.346615294335804,8.93677412699875,4.00696268885636e-19,9.29863197176872e-17
"ENSG00000106080",862.183756570315,2.4983064110287,0.280731340076778,8.89927861401378,5.6210828576628e-19,1.29112831761214e-16
"ENSG00000138028",462.658365886498,3.26584561700251,0.367182409357366,8.89434116061911,5.8766899331717e-19,1.33620495349187e-16
"ENSG00000175183",935.625443506781,2.73664342149172,0.307934478239497,8.88709649253139,6.27265310978533e-19,1.41197421501268e-16
"ENSG00000128595",5162.62988097741,2.21594834373891,0.250800430805911,8.83550453489368,9.96474918477394e-19,2.22085647672536e-16
"ENSG00000138772",351.387442023179,-3.11239517432682,0.353617024684938,-8.80159878359894,1.34880642488892e-18,2.97663064943623e-16
"ENSG00000049249",149.066512891184,4.30476141796399,0.48979674963889,8.78887297871564,1.51067750338534e-18,3.30149034963145e-16
"ENSG00000155897",175.631642364337,-5.36504073582328,0.610737044058804,-8.78453466678323,1.57013153073106e-18,3.39842891891887e-16
"ENSG00000141756",7884.08454720445,3.30552406441439,0.376639382385459,8.776363330565,1.68845736876629e-18,3.61973098770754e-16
"ENSG00000165757",1171.95155963879,2.35155903258972,0.268253858288609,8.7661704013954,1.84846188872303e-18,3.9253657655807e-16
"ENSG00000143387",18892.932686816,2.21103393934548,0.252715472268529,8.7491039606633,2.15053476306234e-18,4.52416238472274e-16
"ENSG00000262655",3277.87607258375,3.36615474058024,0.384831403671774,8.7470895266418,2.18926005972121e-18,4.56298555040041e-16
"ENSG00000138135",207.090309812608,3.24128231685815,0.370724865457128,8.74309391915601,2.26811985529918e-18,4.6839796277784e-16
"ENSG00000135454",235.036896090925,2.1426234792265,0.245343048903025,8.73317376957112,2.47624212555671e-18,5.06729184057105e-16
"ENSG00000118257",1479.73824070376,3.02403571314066,0.34676503561177,8.72070538428304,2.76473955950051e-18,5.60669256615825e-16
"ENSG00000182326",18795.5771229571,2.092194632653,0.23996974485462,8.71857672691409,2.81720611118222e-18,5.6620812109564e-16
"ENSG00000079150",655.437641809904,2.52279076762292,0.28957924736592,8.71191838010083,2.98774784594963e-18,5.95169947011736e-16
"ENSG00000163898",368.789917857995,-2.36492316682844,0.271913747735669,-8.69732842315651,3.39788947168544e-18,6.70934140417888e-16
"ENSG00000198108",182.613384263329,3.4705395078844,0.399597384842339,8.68509064255688,3.78440489077107e-18,7.40756122532668e-16
"ENSG00000106333",15620.568318744,3.36532089861658,0.38815749499299,8.66998819300747,4.32165197022441e-18,8.38624015946133e-16
"ENSG00000140937",3254.45432092567,3.65171782684517,0.421443263841514,8.66479106477882,4.52341793993482e-18,8.70274682290024e-16
"ENSG00000164220",558.534270346177,3.53347839977799,0.408032822006361,8.65978962771506,4.72635700196319e-18,9.01612678933826e-16
"ENSG00000142156",65888.7604950929,3.27907806560807,0.378887871815995,8.65448146938981,4.95157619619787e-18,9.36638488877429e-16
"ENSG00000143127",513.896285203647,3.92650654637493,0.453954523699799,8.64955924301248,5.16987127104741e-18,9.69781685927311e-16
"ENSG00000130508",2837.96089004987,3.65422177508622,0.424005122120577,8.61834346908443,6.79296600114595e-18,1.26371623707269e-15
"ENSG00000005073",81.2134168236261,2.89700510673778,0.336216552895936,8.61648566016454,6.90404390156534e-18,1.27385269036259e-15
"ENSG00000033170",672.335821595076,2.16541320974246,0.251396481481325,8.61353825233757,7.08395762143898e-18,1.29642183787473e-15
"ENSG00000103196",3907.67850689761,2.5127421889948,0.291815065661246,8.61073496428633,7.25936459395899e-18,1.31780884685498e-15
"ENSG00000144649",359.487954597197,2.90925646744698,0.338141277488464,8.6036714862362,7.72057582467804e-18,1.39032129450802e-15
"ENSG00000065485",911.328701512627,2.10566561551083,0.245552148270118,8.57522782979079,9.8890842349292e-18,1.76669274704965e-15
"ENSG00000189182",9884.45328248173,-3.44915124883497,0.402535470592849,-8.56856476214407,1.0478275772321e-17,1.85721250106256e-15
"ENSG00000223403",238.301500306532,2.91403353642649,0.340278633550459,8.56366885578895,1.09331556747846e-17,1.92269792374532e-15
"ENSG00000267013",62.0672550799018,6.15556148452679,0.719838068674714,8.55131418078476,1.21694869795252e-17,2.12352830937297e-15
"ENSG00000166033",24606.7487278633,3.32704153659037,0.389155629799176,8.54938559749807,1.23745455336001e-17,2.14270015354876e-15
"ENSG00000171951",70.8493603210628,4.6880787644005,0.548540998671855,8.54645099591721,1.26931289273864e-17,2.18108650500357e-15
"ENSG00000203837",595.62007150542,-4.48635249230333,0.52519692986378,-8.54222909008046,1.31657089342752e-17,2.24515233417071e-15
"ENSG00000078053",247.192767298968,3.47365889578059,0.407322134878777,8.52803861693985,1.48849856464445e-17,2.51925584136441e-15
"ENSG00000153012",218.479343739933,3.1657420592618,0.371736652126945,8.51608804552511,1.65033380660609e-17,2.77231447661964e-15
"ENSG00000121904",213.091682541161,4.97694734529825,0.585055359900654,8.50679728178776,1.78803758204889e-17,2.98138710903115e-15
"ENSG00000071054",3484.81444083298,1.80087242071247,0.212345726330609,8.48085078909769,2.23553157565486e-17,3.70013351235227e-15
"ENSG00000168938",2508.96314313622,2.03738170017202,0.240348331660431,8.47678736148031,2.31497494250239e-17,3.80365590917729e-15
"ENSG00000111799",14549.9969366503,3.84686049536365,0.455945347162433,8.4371087879381,3.25283676915517e-17,5.30589533867267e-15
"ENSG00000060982",372.838439477612,2.7161072961626,0.32208840142459,8.43280069741509,3.37489198009577e-17,5.46538262388171e-15
"ENSG00000141696",1348.07351061518,2.41138298485769,0.286043964032093,8.4301131576653,3.45331123890515e-17,5.55243114198249e-15
"ENSG00000156103",430.707391680302,3.70456841909054,0.440959519630359,8.4011530632017,4.42115669482402e-17,7.05817285109849e-15
"ENSG00000087303",1075.99652968851,3.79921677943492,0.452449648101135,8.39699355581263,4.58055175630305e-17,7.26114225594237e-15
"ENSG00000101825",9841.82170375186,2.7282133167125,0.324948319513455,8.39583759287461,4.62584670681107e-17,7.28166499093127e-15
"ENSG00000175928",771.433811044107,3.84763997384457,0.458460474515388,8.39252277508041,4.75819793490457e-17,7.43798857740985e-15
"ENSG00000072422",515.347167913729,2.69370436204014,0.321082729701381,8.38944020609699,4.8846244025759e-17,7.58051505062931e-15
"ENSG00000196562",5021.08445279378,3.0869221348919,0.367987074577697,8.38867000541924,4.91672677650768e-17,7.58051505062931e-15
"ENSG00000149257",12153.8986053352,3.15678464550568,0.376512497931361,8.38427585498416,5.10389749114092e-17,7.81556003575388e-15
"ENSG00000067445",633.864069084176,2.97991271256185,0.355455963280571,8.38335270861592,5.1441036124124e-17,7.82390353482453e-15
"ENSG00000261039",92.9095754650601,5.26761891178118,0.628700928807707,8.37857663383908,5.35715974405914e-17,8.09326616367592e-15
"ENSG00000153071",2602.14157416307,2.12901454041491,0.254331474259041,8.37102268453989,5.71203113653919e-17,8.57185472556648e-15
"ENSG00000161791",1356.92426439937,2.30018065000287,0.275492979529482,8.34932583012234,6.86537028921856e-17,1.02344029940603e-14
"ENSG00000183160",3097.92611059439,2.61482853374705,0.313815951258689,8.33236335903002,7.92442941794323e-17,1.17354543551251e-14
"ENSG00000104059",98.4841794527356,3.35278435700324,0.405365558875198,8.27101435629236,1.32824053565374e-16,1.9541630364422e-14
"ENSG00000143341",2100.56838052985,3.90086030656329,0.472829962532797,8.25002773865607,1.58357764922e-16,2.31469694051573e-14
"ENSG00000186340",16990.6581934916,2.92207780690956,0.354488914842458,8.24307244757764,1.67843874286796e-16,2.43752620012631e-14
"ENSG00000188060",137.36742029117,3.06264197599753,0.371625309378214,8.24120935444843,1.70478627409075e-16,2.44739358177559e-14
"ENSG00000135414",312.106078047405,2.54945117409196,0.309359781741845,8.24105563993261,1.70697819786214e-16,2.44739358177559e-14
"ENSG00000115112",2652.1740087367,-2.68077966189046,0.326700826751312,-8.20561027821058,2.29422493284579e-16,3.26854450875688e-14
"ENSG00000145536",241.649502867878,5.55586287840551,0.678187542048962,8.19222196506288,2.56447131221488e-16,3.63058171307906e-14
"ENSG00000164176",1191.99644704653,3.07885775532466,0.375904614482644,8.1905292904214,2.60079865108716e-16,3.65899860224825e-14
"ENSG00000107249",162.203823085519,3.2830766861551,0.401208524328594,8.18296842433544,2.76935746132646e-16,3.87194015245085e-14
"ENSG00000172965",98.5681155269881,2.11877416000553,0.259296019243003,8.1712560269577,3.05195175834781e-16,4.24070580743267e-14
"ENSG00000133216",495.078693261683,3.37809949823379,0.413582911349583,8.16788944980957,3.13831294640028e-16,4.33395241861781e-14
"ENSG00000167123",8096.55608048061,3.42590552301504,0.421212640567999,8.13343473831949,4.17294783955205e-16,5.72762535782418e-14
"ENSG00000144810",2221.65460608426,4.38645314133632,0.540492233785668,8.1156635880096,4.83137390294605e-16,6.59116524577671e-14
"ENSG00000109819",407.143802626799,-3.6908616864862,0.455702718182876,-8.0992751177864,5.52876252453525e-16,7.49713520646316e-14
"ENSG00000135063",685.472609469125,-2.09780490655485,0.259080784368385,-8.09710728516244,5.62814345916518e-16,7.58619815962924e-14
"ENSG00000164484",224.013728494918,2.1422613077359,0.266165368015554,8.04861024448047,8.37394586509069e-16,1.12200905609043e-13
"ENSG00000131941",502.770833750773,-4.14895382111258,0.516807772188499,-8.02804068434038,9.90416393818849e-16,1.31918775295043e-13
"ENSG00000152952",684.174018798656,2.90857698844204,0.362369855371816,8.02654234430633,1.00258238315963e-15,1.32753702617196e-13
"ENSG00000254585",71.0838386180663,4.38564874109465,0.547303959249267,8.01318657937432,1.11773872803664e-15,1.47136250105876e-13
"ENSG00000164574",1731.092878478,2.46404970348778,0.30860116466063,7.98457681194272,1.41005198379184e-15,1.84536454390432e-13
"ENSG00000143153",2549.36660000159,-2.65288979258827,0.334323165961527,-7.93510609699586,2.10315457074004e-15,2.73653233452938e-13
"ENSG00000149633",204.952495102645,1.84077667620821,0.232713273068547,7.91006310871661,2.57258448797035e-15,3.32809636920762e-13
"ENSG00000277443",5216.81654472897,1.7816651723888,0.22566512144007,7.89517299358978,2.89912832904206e-15,3.72910735352781e-13
"ENSG00000158859",355.814598821691,3.9229839414529,0.496948577476375,7.89414462432866,2.92313047390304e-15,3.7386174413385e-13
"ENSG00000105472",1366.15709274054,3.21884989608698,0.408756505976246,7.87473679079259,3.41460932726244e-15,4.34253423484054e-13
"ENSG00000082196",1291.13188077689,3.11176798199153,0.396359918708294,7.85086441669618,4.13179451935796e-15,5.22509520397459e-13
"ENSG00000153707",142.7924716633,2.48906878313661,0.317328338022238,7.84382762236059,4.37016902014888e-15,5.49567065047773e-13
"ENSG00000119888",375.858045582773,-3.23658185320704,0.412894972992641,-7.8387533511209,4.55041358114608e-15,5.65910550892808e-13
"ENSG00000180340",173.410461759951,2.8142647337058,0.358990637678422,7.83938197359557,4.52769301008266e-15,5.65910550892808e-13
"ENSG00000119147",171.691004503701,-3.04482523526288,0.38846704411207,-7.83805288354002,4.57586311352629e-15,5.65948783986136e-13
"ENSG00000138829",192.875188051426,5.2116365596766,0.665640916609641,7.82950150694074,4.89808122298564e-15,6.02490755898397e-13
"ENSG00000188487",65.9516700317804,3.63355586029245,0.465286954720158,7.8092794638479,5.75158421104897e-15,7.03631307558219e-13
"ENSG00000103742",590.520391722546,3.28523722680954,0.420745666121097,7.80813087653766,5.8042298225571e-15,7.06233585436542e-13
"ENSG00000166415",164.606830684679,-3.65809195430081,0.470325988542192,-7.77777976003266,7.38084180985098e-15,8.93240586772825e-13
"ENSG00000105894",1273.17001089258,3.33218250886563,0.428996818646744,7.76738279639669,8.01244198964883e-15,9.64492348593556e-13
"ENSG00000095587",81.6471335207552,4.29134619181557,0.55295580145645,7.76073997327172,8.44352750572519e-15,1.01097768166954e-12
"ENSG00000106236",732.868701133728,2.81985169919034,0.36538115044247,7.71756204657945,1.18575811631839e-14,1.41224419038767e-12
"ENSG00000151135",887.466930776228,2.27652489523375,0.295734559883258,7.69786559992318,1.3835778071642e-14,1.63917560206664e-12
"ENSG00000172061",8687.6578991109,3.73070348530656,0.485832420194092,7.67899244726428,1.60344688000002e-14,1.889716715644e-12
"ENSG00000169902",659.827247042111,1.43683962265246,0.187659570485209,7.6566285371825,1.9087770379176e-14,2.23784224601693e-12
"ENSG00000156284",347.413274153788,-2.94986600105501,0.387474131972092,-7.61306564141803,2.67669757058967e-14,3.12188923906598e-12
"ENSG00000099250",2366.31632805186,1.90838701318894,0.251056495481884,7.60142456989981,2.9288847241143e-14,3.39841212060891e-12
"ENSG00000198682",657.106402203528,3.14775357418842,0.414272665439624,7.5982651929208,3.00126814599845e-14,3.46454081879103e-12
"ENSG00000182218",212.381756076668,2.7728834016119,0.365080125088744,7.59527350588549,3.07143010560367e-14,3.52744345291524e-12
"ENSG00000113083",4115.23979861901,2.97841274541578,0.392421794709847,7.5898249933289,3.20337846223821e-14,3.66030706522751e-12
"ENSG00000049449",1647.81697892088,2.30188044588961,0.303731870889332,7.57865955637012,3.49143336712271e-14,3.96930126737031e-12
"ENSG00000150961",1300.66851012847,2.59224635156294,0.342821355196395,7.56150780069665,3.98423519088185e-14,4.50679066064073e-12
"ENSG00000102359",771.216372385685,2.77500043433633,0.367202441638066,7.55714047531177,4.12026916138277e-14,4.63736294113631e-12
"ENSG00000134115",31.5622957348377,4.71662922637068,0.625018036257222,7.54638898841246,4.47492170949735e-14,5.01146704879529e-12
"ENSG00000184194",311.958440416199,2.11734334219972,0.280759502873802,7.54148415468395,4.6465253993681e-14,5.17788548216713e-12
"ENSG00000136010",635.665685066139,3.41850809351973,0.453938910818228,7.53076683238687,5.04431951110639e-14,5.57559471862452e-12
"ENSG00000141639",103.45478873696,-4.32819645325966,0.574752210631346,-7.53054337712818,5.05296011816705e-14,5.57559471862452e-12
"ENSG00000178826",122.582435077466,-3.65468628959805,0.485981873678436,-7.52021111803087,5.46878615200899e-14,6.00499396496207e-12
"ENSG00000134369",2028.71805748109,2.01500744411413,0.268335033099775,7.50929694433487,5.94457466891244e-14,6.49574639792326e-12
"ENSG00000042832",249.243788192885,-3.34379239739164,0.445343681051286,-7.50834139938446,5.98811753611851e-14,6.51171621922839e-12
"ENSG00000198795",810.77383059243,2.10406313536647,0.281313578249693,7.47942260184437,7.46498605059591e-14,8.07869403840932e-12
"ENSG00000154096",14005.1387348667,3.4696955839232,0.466101673029281,7.4440745114108,9.76263892366976e-14,1.05146890991295e-11
"ENSG00000121753",252.246558722377,2.5078811309083,0.337489862130128,7.43098211922383,1.0779428475861e-13,1.15545207138872e-11
"ENSG00000149571",53.3899717852122,3.18754911042825,0.429175855218757,7.42713988139783,1.10970989414148e-13,1.18386586337084e-11
"ENSG00000249406",154.864877074587,5.05796910744355,0.682385780700104,7.41218420796261,1.24236025942615e-13,1.31912874715484e-11
"ENSG00000175985",115.003850000759,-3.11637906555158,0.420745581488627,-7.40680164608174,1.29381752411595e-13,1.36731607830281e-11
"ENSG00000089472",982.195334656067,2.13460463058144,0.288423445355025,7.40094005864856,1.35223765632668e-13,1.42237708616418e-11
"ENSG00000243742",139.635464579783,4.13895288775639,0.559958416887328,7.39153616220972,1.45142076834654e-13,1.51960379048747e-11
"ENSG00000124813",362.044467783183,2.93064449805444,0.397154185185966,7.37911019792523,1.59350900370893e-13,1.66064294784666e-11
"ENSG00000125844",6879.2469695251,2.06779552633538,0.280294821788796,7.37721629368335,1.61633310008719e-13,1.67666627110427e-11
"ENSG00000186297",25.5585446648225,4.37335151416628,0.59293728066337,7.37574049868046,1.63434080592381e-13,1.68756933675894e-11
